Domain,Area,Element,Item,Year,Price_Unit,Price_Value,Flag,Flag Description
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2006,,59.94,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2006,,59.94,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2006,,59.94,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2006,,45.61,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2006,,33.69,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2006,,66.83,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2007,,36.29,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2007,,37.4,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2007,,60.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2007,,72.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2007,,48.15,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2007,,34.87,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2007,,73.46,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2008,,32.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2008,,29.97,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2008,,73.95,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2008,,90.04,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2008,,50.77,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2008,,33.89,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2008,,66.34,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2009,,23.42,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2009,,83.36,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2009,,69.5,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2009,,102.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2009,,49.59,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2009,,34.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2009,,41.33,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2010,,29.27,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2010,,117.92,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2010,,70.06,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2010,,119.47,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2010,,34.81,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2010,,37.89,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2010,,70.35,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2011,,29.27,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2011,,109.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2011,,71.17,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2011,,128.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2011,,34.81,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2011,,35.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2011,,72.89,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2012,,30.44,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2012,,45.01,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2012,,93.41,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2012,,118.78,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2012,,43.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2012,,34.44,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2012,,85.18,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2013,,67.33,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2013,,58.96,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2013,,90.1,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2013,,111.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2013,,33.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2013,,40.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2013,,89.15,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2014,,108.31,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2014,,61.81,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2014,,102.49,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2014,,110.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2014,,52.8,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2014,,88.23,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2014,,96.44,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2015,,118.5,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2015,,82.66,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2015,,105.55,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2015,,94.0,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2015,,102.65,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2015,,106.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2015,,99.18,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2016,,73.19,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2016,,155.53,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2016,,91.96,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2016,,95.21,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2016,,144.55,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2016,,105.51,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2016,,104.38,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2017,,111.22,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2017,,115.86,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2017,,116.93,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2017,,90.84,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2017,,118.26,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2017,,113.83,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2017,,138.95,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Cassava,2018,,118.91,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Garlic,2018,,119.79,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Maize,2018,,94.86,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, cattle",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, chicken",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, duck",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, goat",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, pig",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Meat, sheep",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2018,,100.76,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Onions, dry",2018,,145.9,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),"Rice, paddy",2018,,92.03,Fc,Calculated data
Producer Prices,Myanmar,Producer Price Index (2014-2016 = 100),Soybeans,2018,,111.16,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),Bananas,2000,USD,90.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Cassava,2000,USD,80.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Eggs, hen, in shell",2000,USD,1133.3,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Garlic,2000,USD,1363.4,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Maize,2000,USD,150.1,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, chicken",2000,USD,1684.2,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, duck",2000,USD,1586.6,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, goat",2000,USD,2331.8,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, pig",2000,USD,1666.7,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Oil, palm",2000,USD,133.6,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, dry",2000,USD,229.9,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, shallots, green",2000,USD,362.1,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Rice, paddy",2000,USD,190.5,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Soybeans,2000,USD,294.6,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Bananas,2001,USD,82.4,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Cassava,2001,USD,62.2,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Eggs, hen, in shell",2001,USD,1173.7,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Garlic,2001,USD,1068.0,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Maize,2001,USD,130.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, chicken",2001,USD,1527.7,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, duck",2001,USD,1495.0,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, goat",2001,USD,2509.7,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, pig",2001,USD,1464.4,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),Oil palm fruit,2001,USD,26.9,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Oil, palm",2001,USD,96.0,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, dry",2001,USD,432.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, shallots, green",2001,USD,262.6,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Rice, paddy",2001,USD,160.2,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Soybeans,2001,USD,307.7,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Bananas,2002,USD,89.3,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Cassava,2002,USD,61.2,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Eggs, hen, in shell",2002,USD,1165.9,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Garlic,2002,USD,996.4,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Maize,2002,USD,130.3,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, chicken",2002,USD,1445.7,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, duck",2002,USD,1407.3,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, goat",2002,USD,2574.6,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, pig",2002,USD,1416.8,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),Oil palm fruit,2002,USD,32.2,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Oil, palm",2002,USD,114.9,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, dry",2002,USD,267.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, shallots, green",2002,USD,259.5,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Rice, paddy",2002,USD,170.9,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Soybeans,2002,USD,226.1,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Bananas,2003,USD,93.5,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Cassava,2003,USD,74.7,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Eggs, hen, in shell",2003,USD,1123.5,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Garlic,2003,USD,806.6,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Maize,2003,USD,125.1,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, chicken",2003,USD,1407.9,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, duck",2003,USD,1489.8,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, goat",2003,USD,2524.9,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, pig",2003,USD,1352.8,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),Oil palm fruit,2003,USD,37.5,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Oil, palm",2003,USD,133.8,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, dry",2003,USD,249.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, shallots, green",2003,USD,278.9,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Rice, paddy",2003,USD,163.1,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Soybeans,2003,USD,242.1,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Bananas,2004,USD,106.3,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Cassava,2004,USD,72.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Eggs, hen, in shell",2004,USD,1217.9,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Garlic,2004,USD,816.0,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Maize,2004,USD,157.2,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, cattle",2004,USD,2083.5,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, chicken",2004,USD,1539.5,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, duck",2004,USD,1193.5,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, goat",2004,USD,2725.6,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Meat, pig",2004,USD,1730.4,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),Oil palm fruit,2004,USD,60.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Oil, palm",2004,USD,217.3,Fc,Calculated data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, dry",2004,USD,276.2,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Onions, shallots, green",2004,USD,259.3,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Rice, paddy",2004,USD,168.6,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Soybeans,2004,USD,359.7,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Bananas,2005,USD,119.0,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Cassava,2005,USD,70.8,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),"Eggs, hen, in shell",2005,USD,1214.2,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Garlic,2005,USD,1235.4,,Official data
Producer Prices,Philippines,Producer Price (USD/tonne),Maize,2005,USD,144.8,,Official data
